,Destination,Destination_Code,Origin,Origin_Code,1990,1995,2000,2005,2010,2015,2020,1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2
57,SouthernAfrica,913,SubSaharanAfrica,947,915913,829184,865507,1110386,1710312,2002694,2035175,621853,534930,534265,669975,1021124,1120512,1175720,294060,294254,331242,440411,689188,882182,859455
58,Botswana,72,SubSaharanAfrica,947,16971,27315,40531,64392,72885,79168,84693,10222,16014,23491,38092,41730,45306,48521,6749,11301,17040,26300,31155,33862,36172
59,Eswatini,748,SubSaharanAfrica,947,67523,28017,26554,25286,24732,24459,25151,36078,15136,14461,13054,11949,11864,12228,31445,12881,12093,12232,12783,12595,12923
60,Lesotho,426,SubSaharanAfrica,947,3596,3261,3070,3129,3189,4546,5985,1726,1624,1595,1627,1659,2414,3128,1870,1637,1475,1502,1530,2132,2857
61,Namibia,516,SubSaharanAfrica,947,79447,75962,99011,78443,75958,74370,80323,43731,42037,55171,43496,42158,41349,44676,35716,33925,43840,34947,33800,33021,35647
62,SouthAfrica,710,SubSaharanAfrica,947,748376,694629,696341,939136,1533548,1820151,1839023,530096,460119,439547,573706,923628,1019579,1067167,218280,234510,256794,365430,609920,800572,771856
63,WesternAfrica,914,SubSaharanAfrica,947,4075213,5065591,4879618,5458318,5732534,6442289,6893326,2183784,2683893,2599681,2927673,3073437,3430314,3661597,1891429,2381698,2279937,2530645,2659097,3011975,3231729
64,Benin,204,SubSaharanAfrica,947,68668,94576,120489,221929,275345,325992,350896,36101,50290,64484,104607,126516,151300,163235,32567,44286,56005,117322,148829,174692,187661
65,BurkinaFaso,854,SubSaharanAfrica,947,326879,435776,485979,557720,629595,658342,675820,156563,209111,233388,265972,298697,312335,320443,170316,226665,252591,291748,330898,346007,355377
66,CaboVerde,132,SubSaharanAfrica,947,5048,6639,8223,8819,9406,9768,10341,2472,3366,4262,4570,4873,5045,5341,2576,3273,3961,4249,4533,4723,5000
67,CotedIvoire,384,SubSaharanAfrica,947,1789579,2033398,2097698,2196031,2294365,2394709,2483381,996640,1127209,1162550,1217051,1271143,1326758,1375857,792939,906189,935148,978980,1023222,1067951,1107524
68,Gambia,270,SubSaharanAfrica,947,114683,146646,177198,176680,180447,186955,209397,64140,79439,93922,93088,94878,98145,110004,50543,67207,83276,83592,85569,88810,99393
69,Ghana,288,SubSaharanAfrica,947,150260,238335,175334,271561,283153,347523,399189,76138,119816,89485,142333,155133,190396,219119,74122,118519,85849,129228,128020,157127,180070
70,Guinea,324,SubSaharanAfrica,947,394159,763606,545824,187647,123873,93277,89596,195484,379417,270012,88645,58363,54112,52167,198675,384189,275812,99002,65510,39165,37429
71,GuineaBissau,624,SubSaharanAfrica,947,13890,25809,17628,18385,19183,20341,15827,6954,12744,8713,9123,9399,9872,7838,6936,13065,8915,9262,9784,10469,7989
72,Liberia,430,SubSaharanAfrica,947,61915,177339,122906,72532,89890,101462,78626,36022,94841,66996,41180,50755,56941,44198,25893,82498,55910,31352,39135,44521,34428
73,Mali,466,SubSaharanAfrica,947,138932,153657,134736,205108,285890,352572,421954,70436,78990,70441,105527,145231,178972,214754,68496,74667,64295,99581,140659,173600,207200
74,Mauritania,478,SubSaharanAfrica,947,106325,83896,51194,51860,36573,128559,140701,55031,44025,27602,28870,21478,73452,80577,51294,39871,23592,22990,15095,55107,60124
75,Niger,562,SubSaharanAfrica,947,104575,135130,111328,113382,115177,240174,330905,49548,64120,52569,53470,54235,114394,155280,55027,71010,58759,59912,60942,125780,175625
76,Nigeria,566,SubSaharanAfrica,947,299556,361537,437977,870507,889165,1076442,1177115,168057,201537,242576,506857,517661,590587,641991,131499,160000,195401,363650,371504,485855,535124
77,SaintHelena,654,SubSaharanAfrica,947,32,21,20,29,44,66,76,19,12,11,14,22,42,52,13,9,9,15,22,24,24
78,Senegal,686,SubSaharanAfrica,947,212091,227221,177601,180208,190901,196416,202508,111939,119477,97559,98352,104895,108092,111258,100152,107744,80042,81856,86006,88324,91250
79,SierraLeone,694,SubSaharanAfrica,947,216929,93398,92924,143173,76141,55648,50605,120021,53127,51485,74682,41559,31127,28660,96908,40271,41439,68491,34582,24521,21945
80,Togo,768,SubSaharanAfrica,947,71692,88607,122559,182747,233386,254043,256389,38219,46372,63626,93332,118599,128744,130823,33473,42235,58933,89415,114787,125299,125566
81,CentralAsia,5500,SubSaharanAfrica,947,75,61,53,49,47,45,41,35,29,27,23,23,23,23,40,32,26,26,24,22,18
82,Kazakhstan,398,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Kyrgyzstan,417,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Tajikistan,762,SubSaharanAfrica,947,75,61,53,49,47,45,41,35,29,27,23,23,23,23,40,32,26,26,24,22,18
85,Turkmenistan,795,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Uzbekistan,860,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,EasternAsia,906,SubSaharanAfrica,947,791,2796,4188,5823,7355,6907,9420,403,1377,2040,2855,3661,3385,4726,388,1419,2148,2968,3694,3522,4694
88,China,156,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,DemPeoplesRepublicofKorea,408,SubSaharanAfrica,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
